species_details,,,,,recorded_present,,,,,status,,,,,,,,,,population_trends,,,,,,,,,photoperiod,,,larval_habitat,pupal_habit,,,,,,,,wingless_reduced_wing_females,morphological_characteristics,,,voltinism,,,,egg_stage,,,,,,,,,,,,larval_stage,,,,,,,,,,,,,pupal_stage,,,,,,,,,,,,,adult_stage,,,,,,,,,,,,overwintering_stage,,,,host_plant_specificity,,,,,ellenberg_traits,,,,,broad_host_plant_category,,,,,,,,,,,,,,,,,,host_plant_section,,,,,,,,common_hostplants,,,,,,,,,,,,,,,,,,,,habitat,,,,,,,,,,,,,,,,,,,,
abh_number,b&f_number,scientific_name ,common_name ,family,england ,scotland ,wales ,northern_ireland,republic_of_ireland,reintroduced,immigrant ,resident,extinct_gb ,extinct_i,red_list_gb ,red_list_ireland,gb_10_km_squares_(2000-2016),ireland_10_km_squares_(2000-2016),rarirty_gb,long_term_distribution_trend_gb,sig_long_term_distribution_trend_gb,range_long_term_distribution_trend_gb,short_term_distribution_trend_gb,sig_short_term_distribution_trend_gb,range_short_term_distribution_trend_gb,abundance_trend_gb,sig_abundance_trend_gb,range_abundance_trend_gb ,diurnal ,nocturnal ,easily_disturbed_by_day,communal_or_nest,below_ground,leaf_litter_moss_on_ground_soil_surface,hostplant_external,hostplant_internal_stem,hostplant_internal_root,other_vegetation_external,stone_inc_walls,dead_rotten_wood ,wingless_reduced_wing_female,forewing_minimum,forewing_maximum,estimated_dry_mass,obligate_univoltine,obligate_multivoltine,partial_generation,phenology_shift,egg_jan,egg_feb,egg_mar,egg_apr,egg_may,egg_jun,egg_jul,egg_aug,egg_sep,egg_oct,egg_nov,egg_dec,lar_jan,lar_feb,lar_mar,lar_apr,lar_may,lar_jun,lar_july,lar_aug,lar_sep,lar_oct,lar_nov,lar_dec,lar_multiple,pup_jan,pup_feb,pup_mar,pup_apr,pup_may,pup_jun,pup_jul,pup_aug,pup_sep,pup_oct,pup_nov,pup_dec,pup_multiple,ad_jan,ad_feb,ad_mar,ad_apr,ad_may,ad_jun,ad_jul,ad_agu,ad_sep,ad_oct,ad_nov,ad_dec,egg,larva,pupa,adult,specificity ,number_hostplants,hostplant_or_hostplant_category,hostplant_or_hostplant_category_scientific,hostplant_native_or_non-native,light_value,moisture_value,reaction,nitrogen,salt_tolerance,sedges,rushes,grasses ,forbs,ferns,broadleaf_trees,coniferous_trees,shrubs_dwarf_shrubs,mosses,lichens_algae,fungi,slime_moulds,detritus,aquatic_plants,dead_withered_leaves,live_dead_invertebrates_meat,galls,stored_goods,roots,stem_shoot,trunk_branches,seeds_berries_fruits,flowers_flower_buds_catkins,leaves_leaf_buds_fronds_external,leaves_internal_mines,other,willow Salix spp,birches Betula spp,Blackthorn (Prunus spinosa),oaks Quercus spp,Hawthorn Crataegus monogyna,docks Rumex spp,Hazel Corylus avellana,Heather Calluna vulgaris,grasses ,Bramble Rubus fruticosus,Bilberry Vaccinium myrtillus,Alder Alnus glutinosa,Pedunculate Oak Quercus robur,Aspen Populus tremula,elms Ulmus spp.,dandelions Taraxacum spp., Downy Birch Betula pubescens,hawthorns Crataegus spp.,Beech Fagus sylvatica,Honeysuckle Lonicera periclymenum,1. Woodland,1a_broadleaved_woodland,1b_coniferious_woodland,1c_scrub_and_hedgerows,1d_wet_woodland_alder_willow_carr,2_heathland,3_moorland,4_grassland,4a_calcareou_grassland,4b_wet_grassland,4c_acid_grassland,5_wetlands,5a_bog_mosses_mires,5b_fens_and_marshes,5c_reedbeds,6a_sand_dunes,6b_saltmarsh,6c_rocky_coast,6d_coastal_shingle,7_montane_upland,8_other
70.305,1669,Hemithea aestivaria,Common Emerald,Geometridae,1,1,1,1,1,,,1,,,LC,LC,1267,188,,33%,Y,1970 - 2016,2.20%,N,2000 - 2016,-25.40%,N,1970 - 2016,,1,,,,,1,,,,,,,14,17,10.6,1,,,-6.9,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,19,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,1,,,,,,,1,,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,
70.306,1670,Chlorissa viridata,Small Grass Emerald,Geometridae,1,,,,,,2,1,,,LC,  ,37,0,Nationally Scarce,,,,,,,,,,,1,1,,,1,1,,,,,,,11,13,5.5,1,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,1,1,1,,,,,,,,1,,Polyphagous,5,, ,1,,,,,,,,,3,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,
70.307,1670a,Chlorissa cloraria,Southern Grass Emerald,Geometridae,1,,,,,,1,1,,,,  ,7,0,,,,,,,,,,,,1,1,,,,,,,,,,,11,13,5.5,1,,,,,,,,,,,,,,,,,,,,,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
71.001,2022,Thaumetopoea processionea,Oak Processionary,Notodontidae,1,,,,,,1,1,,,NA,  ,53,0,Naturalised,,,,,,,,,,,1,,1,1,,1,,,,,,,14,16,28.8,1,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,Oligophagous (Genus),2,, ,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
71.002,2021,Thaumetopoea pityocampa,Pine Processionary,Notodontidae,1,,,,,,1,,,,,  ,3,0,,,,,,,,,,,,1,,1,,,,,,,,,,16,22,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.003,1995,Cerura vinula,Puss Moth,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1204,164,,7%,N,1970 - 2016,-13.50%,N,2000 - 2016,,,,,1,,,,,1,,,,,1,,29,38,303.6,1,,,-11.5,,,,,,1,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,,,,1,1,1,,,,,1,1,1,1,,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,1,,,,,,,,3,
71.004,1995a,Cerura erminea,Feline,Notodontidae,,,,,,,,3,,,,  ,4,0,,,,,,,,,,,,,,,,,,,,,,,,27,33,216.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.005,1997,Furcula furcula,Sallow Kitten,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1434,86,,5%,N,1970 - 2016,-0.90%,N,2000 - 2016,,,,,1,,,,,1,,,,,1,,14,18,31.7,1,1,,,,,,,,1,,1,,,,,,,,,1,1,1,1,1,,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,6,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,1,,1,,,,,,3,
71.006,1996,Furcula bicuspis,Alder Kitten,Notodontidae,1,,1,1,,,,1,,,LC,DD,344,1,,,,,,,,,,,,1,,,,,1,,,,,,,16,19,41.7,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,,,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
71.007,1998,Furcula bifida,Poplar Kitten,Notodontidae,1,,1,,1,,,1,,,LC,NE,613,0,,,,,1.40%,N,2000 - 2016,,,,,1,,,,,1,,,,,,,16,22,53.7,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,,,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
71.008,2004,Harpyia milhauseri,Tawny Prominent,Notodontidae,1,,,,,,1,,,,,  ,1,0,,,,,,,,,,,,1,,,,1,1,,,,,,,21,24,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.009,1999,Stauropus fagi,Lobster Moth,Notodontidae,1,,1,,1,,,1,,,LC,LC,749,16,,27%,Y,1970 - 2016,24.00%,N,2000 - 2016,11.00%,N,1970 - 2016,,1,,,1,1,,,,,,,,24,33,185.3,1,,,-6.5,,,,,,1,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,,,,1,1,1,,,,,1,1,1,1,,,,,,,,1,,Polyphagous,4,, ,1,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,
71.01,2014,Drymonia dodonaea,Marbled Brown,Notodontidae,1,1,1,,1,,,1,,,LC,NE,668,0,,-40%,Y,1970 - 2016,0.60%,N,2000 - 2016,-53.00%,N,1970 - 2016,,1,,,1,,,,,,,,,17,20,49.5,1,,,-8,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,1,,,,,1,1,1,,,,,1,1,1,1,,,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
71.011,2015,Drymonia ruficornis,Lunar Marbled Brown,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1054,90,,23%,Y,1970 - 2016,-5.30%,N,2000 - 2016,-6.40%,N,1970 - 2016,,1,,,1,,,,,,,,,16,20,45.5,1,,,-12.8,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,1,1,1,,,,,,1,1,1,1,,,,,1,1,1,,,,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
71.012,2000,Notodonta dromedarius,Iron Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1823,228,,-4%,N,1970 - 2016,7.90%,N,2000 - 2016,-48.90%,Y,1970 - 2016,,1,,,1,,,,,,,,,18,24,72.9,1,1,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,,1,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,1,,,,1,1,,1,1,,,,,,,1,,1,,,,,,3,
71.013,2003,Notodonta ziczac,Pebble Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1925,392,,10%,N,1970 - 2016,9.50%,N,2000 - 2016,-44.90%,Y,1970 - 2016,,1,,,1,,,,,,,,,17,24,67.7,1,1,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,,1,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,1,,1,,,,,,3,Wherever hostplants grow
71.014,2001,Notodonta torva,Large Dark Prominent,Notodontidae,1,,,,,,1,,,,,  ,0,0,,,,,,,,,,,,1,,,1,1,,,,,,,,19,25,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.015,2002,Notodonta tritophus,Three-humped Prominent,Notodontidae,1,,,,,,1,,,,,  ,8,0,,,,,,,,,,,,,,,1,,,,,,,,,22,27,116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.016,2005,Peridea anceps,Great Prominent,Notodontidae,1,1,1,,,,,1,,,LC,  ,493,0,,-50%,Y,1970 - 2016,-0.20%,N,2000 - 2016,-42.20%,N,1970 - 2016,,1,,,1,,,,,,,,,23,32,166.1,1,,,-13,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,1,1,1,1,,,,,1,1,1,1,,,,,1,1,1,,,,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3,
71.017,2007,Pheosia tremula,Swallow Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1688,147,,55%,Y,1970 - 2016,11.40%,N,2000 - 2016,53.40%,N,1970 - 2016,,1,,,1,,,,,,,,,22,28,124.1,1,1,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,3,Wherever hostplants grow
71.018,2006,Pheosia gnoma,Lesser Swallow Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1873,260,,30%,Y,1970 - 2016,7.20%,N,2000 - 2016,-49.40%,Y,1970 - 2016,,1,,,1,,,,,,,,,20,26,96.2,1,1,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,1,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,3,Wherever hostplants grow
71.019,2012,Leucodonta bicoloria,White Prominent,Notodontidae,1,,,,1,,,1,1,,RE,EN,0,2,,,,,,,,,,,,1,,,1,1,,,,,,,,16,19,41.7,1,,,,,,,,,1,1,,,,,,,,,,,1,1,1,,,,,,1,1,1,1,1,,,,1,1,1,1,,,,,,1,1,1,,,,,,,,1,,Oligophagous (Genus),1,birches Betula spp.,Betula spp.,1,7,6,4,4,0,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
71.02,2011,Pterostoma palpina,Pale Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1628,233,,9%,N,1970 - 2016,-0.50%,N,2000 - 2016,-40.20%,Y,1970 - 2016,,1,,,1,1,,,,,,,,18,25,78.3,1,1,1,,,,,,,1,,1,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,1,,,,,,,,3,Wherever hostplants grow
71.021,2008,Ptilodon capucina,Coxcomb Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1939,313,,-10%,Y,1970 - 2016,-5.70%,N,2000 - 2016,-54.10%,Y,1970 - 2016,,1,,,1,,,,,,,,,17,22,58.1,1,1,,,,,,,,1,,1,,,,,,,,,,1,1,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,16,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,1,1,,1,,,,,1,,1,,,,1,1,,1,1,,1,1,,,,,,,1,,,,,,,,3,
71.022,2009,Ptilodon cucullina,Maple Prominent,Notodontidae,1,,1,,,,,1,,,LC,  ,345,0,,47%,Y,1990 - 2016,2.30%,N,2000 - 2016,,,,,1,,,1,1,1,,,,,,,15,20,41.7,1,,,-6,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,1,1,1,1,,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
71.023,2010,Odontosia carmelita,Scarce Prominent,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,317,63,,-58%,Y,1980 - 2016,-26.10%,N,2000 - 2016,7.80%,N,1970 - 2016,,1,,,1,1,,,,,,,,18,21,58.1,1,,,-3.9,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,1,1,1,,,,,1,1,1,1,1,,,,,1,1,,,,,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,3,
71.024,2013,Ptilophora plumigera,Plumed Prominent,Notodontidae,1,,,,,,,1,,,LC,  ,19,0,Nationally Scarce,,,,,,,,,,,1,,,,1,,,,,,,,16,19,41.7,1,,,,1,1,1,1,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,,,1,Monophagous,1,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
71.025,1994,Phalera bucephala,Buff-tip,Notodontidae,1,1,1,1,1,,,1,,,LC,LC,1848,358,,48%,Y,1970 - 2016,8.30%,N,2000 - 2016,-66.40%,Y,1970 - 2016,,1,,1,1,,,,,,,,,22,34,175.5,1,,,-7.6,,,,,,,1,,,,,,,,,,,,1,1,1,1,,,,1,1,1,1,1,,,,,1,1,1,,,,,,1,1,1,1,,,,,,,1,,Polyphagous,4,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,1,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,3,
71.026,2016,Gluphisia crenata,Dusky Marbled Brown,Notodontidae,1,,,,,,1,,,,,  ,4,0,,,,,,,,,,,,1,,,,1,,,,,,,,14,15,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.027,2019,Clostera curtula,Chocolate-tip,Notodontidae,1,1,1,,,,,1,,,LC,NE,790,0,,55%,Y,1970 - 2016,-16.90%,N,2000 - 2016,-6.60%,N,1970 - 2016,,1,,,,1,1,,,,,,,13,18,28.8,1,1,,,,,,,1,,,,1,,,,,,,,1,1,1,1,1,,,,,1,1,1,,,,1,,,,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,1,,,,,,,1,,,,,,,,,
71.028,2017,Clostera pigra,Small Chocolate-tip,Notodontidae,1,1,1,1,1,,,1,,,LC,NT,66,36,Nationally Scarce,,,,,,,,,,1,1,,,,1,1,,,,,,,11,14,14.9,1,1,,,,,,,1,,,1,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,1,,,1,,,1,1,1,,,,,1,1,1,1,1,,,,,,,1,,Polyphagous,3,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,,1,1,,,,,1,1,1,,,,,,,
71.029,2018,Clostera anachoreta,Scarce Chocolate-tip,Notodontidae,1,,,,,,1,1,,,VU,  ,20,0,Nationally Rare,,,,,,,,,,,1,,2,,1,1,,,,,,,14,19,34.9,,1,,,,,,,1,,,1,,,,,,,,,1,1,1,1,1,,,,,1,1,1,,,,1,,,1,1,1,,,,,1,1,,1,1,,,,,,,1,,Monophagous,1,Grey Willow Salix cinerea,Salix cinerea,1,7,8,6,5,0,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
72.001,2469,Scoliopteryx libatrix,Herald,Erebidae,1,1,1,1,1,,,1,,,LC,LC,1676,268,,-2%,N,1970 - 2016,-8.10%,N,2000 - 2016,41.60%,N,1970 - 2016,,1,,,,,1,,,,,,,19,23,42.7,1,,,,,,,,1,1,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,Polyphagous,4,, ,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,,,,1,,1,,,,,,,
72.002,2474,Rivula sericealis,Straw Dot,Erebidae,1,1,1,1,1,,,1,,,LC,LC,2027,472,,244%,Y,1970 - 2016,32.50%,Y,2000 - 2016,1895.00%,Y,1970 - 2016,,1,1,,,,1,,,,,,,13,15,15.8,1,1,,,,,,,,,1,,1,,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,1,1,,1,,,,,,,,,,1,1,1,1,1,1,,,,1,,,Polyphagous,3,, ,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,,1,1,1,,,1,1,1,,1,1,1,,,,,,,,3,
72.003,2477,Hypena proboscidalis,Snout,Erebidae,1,1,1,1,1,,,1,,,LC,LC,2144,338,,10%,Y,1970 - 2016,1.00%,N,2000 - 2016,48.10%,N,1970 - 2016,,1,1,,,,1,,,,,,,15,19,25.4,,1,,,,,,,,,1,1,,1,,,1,1,1,1,1,,1,1,1,1,1,1,,,,,,1,1,,,1,,,,,,,,,,1,1,1,1,1,,,,1,,,Monophagous,1,Common Nettle Urtica dioica,Urtica dioica,1,6,6,7,8,0,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,3,Wherever hostplant grows
72.004,2480,Hypena rostralis,Buttoned Snout,Erebidae,1,,1,,,,,1,,,LC,  ,335,0,,,,,,,,,,,,1,,,,,1,,,,,,,13,15,15.8,1,,,,,,,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,,,1,Monophagous,1,Hop Humulus lupulus,Humulus lupulus,1,6,7,7,8,0,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,
72.005,2479,Hypena obesalis,Paignton Snout,Erebidae,1,,,,,,1,,,,,  ,3,0,,,,,,,,,,,,1,,,,,,,,,,,,18,22,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,, ,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.006,2478,Hypena obsitalis,Bloxworth Snout,Erebidae,1,,,,1,,1,1,,,LC,NE,77,0,Nationally Scarce,,,,,,,,,,,1,,,,,1,,,,,,,15,17,21.9,,1,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,1,,,,,,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,Monophagous,1,Pellitory-of-the-wall Parietaria judaica,Parietaria judaica,1,7,4,8,5,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
72.0061,,Hypena lividalis,Chevron Snout,Erebidae,1,,,,,,1,,,,,  ,1,0,,,,,,,,,,,,1,1,,,,,,,,,,,10,13,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.007,2476,Hypena crassalis,Beautiful Snout,Erebidae,1,1,1,1,1,,,1,,,LC,LC,403,85,,77%,Y,1980 - 2016,24.10%,N,2000 - 2016,68.30%,N,1970 - 2016,,1,1,,1,1,,,,,,,,14,16,18.7,1,,,-6.1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,1,1,1,1,1,,,,,1,1,1,,,,,,1,1,1,1,1,,,,,,1,,Polyphagous,2,, ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3,
72.008,2032,Arctornis l-nigrum,Black V Moth,Erebidae,1,,,,,,1,2,1,,RE,  ,4,0,,,,,,,,,,,,1,,,,,1,,,,,,,19,27,53.4,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
72.009,2031,Leucoma salicis,White Satin,Erebidae,1,1,1,,1,,1,1,,,LC,LC,763,5,,-36%,Y,1980 - 2016,99.00%,Y,2000 - 2016,,,,,1,,1,,,1,,,,,,,18,27,50.6,1,,,8.6,,,,,,,,1,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,1,,,Polyphagous,11,, ,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,
72.01,2033,Lymantria monacha,Black Arches,Erebidae,1,,1,,1,,,1,,,LC,VU,978,3,,307%,Y,1970 - 2016,36.70%,Y,2000 - 2016,110.90%,Y,1970 - 2016,,1,,,,,1,,,,,,,18,28,53.4,1,,,-5.8,1,1,1,,,,,,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,1,,,,Polyphagous,12,, ,1,,,,,,,,,,,1,3,3,,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,1,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,
